id,full_text,is_real
3826,every cvs walgreens walmartin texas fully booked vaccine today first day available,1
3827,gene therapy vaccine,0
3828,finally able book vaccine appointment dad amp hes crying thank,1
3829,booked vaccine appointment nice know severe asthma moderate,1
3830,get genetherapy shot yethmm youre confused thats pfizer amp moderna call shot yep gene therapy know gene therapy completely experimental yep rethink getting covid shot youll glad reconsidered,0
3831,tweeting someone asked continuing good news vaccine updates dads booked tomorrow,1
3832,trying get vaccine appointment maddening,1
3833,vaccine booked tomorrow,1
3834,im booked vaccine monday see light end tunnel,1
3835,group 1a 1b kentucky looking signup covid19 vaccine appointment appointments filled nky convention center next week coming info,1
3836,local radio reports many dying israel following pfizer experimental mrna injections,0
3837,putting conspiracy theory remember experimental vaccine dose offers little protection mutations render vaccine pointless point enough studies done vaccine,0
3838,trying schedule 78 year old dad vaccine shot weeks nowfirst state site cancels appointment lets select time loss words,1
3839,vaccine booked tomorrow mum next week feeling grateful,1
3840,israeli rabbi iranian cleric claim covid19 vaccine make people gay reasons founded science possible avoiding experimental coronavirus vaccines evidence coronavirus effects brain,0
3841,booked covid vaccine,1
3842,gene therapy folks vaccine,0
3843,thats jab booked,1
3844,thankful second vaccine appointment booked next wednesday,1
3845,wear mask dont see friends family get rushed entirely unproven vaccine still social distance wear mask getting,0
3846,irish gp refuses give vaccine breaks silence slammed hse irish doctors finally speaking deadly vaccine flawed tests doctor also revealed refer patients covid tests,0
3847,2nd shipment vaccine sent,1
3848,main man pfizer says people shouldnt wait longer 6 weeks 1st 2nd vaccine yet peep government also good news reported az information pfizer info,1
3849,people health conditions ahead essential workers since things illinois right decision already chaos nearly impossible trying get vaccine appointment,1
3850,done 2nd dosed vaccine,1
3851,gene therapy vaccine,0
3852,got second dose moderna vaccine provide updates,1
3853,parents received 1st dose vaccine yesterday dad 70 mum 69 even tho mums appt supposed 18th took letter asked could time problem saved 2nd journey reduced risk thank snhs,1
3854,2nd dose pfizer back friend first amp 2nd appointment 4 weeks,1
3855,ok finally got back 98s temp around 3 5 hrs bs went 2nd covid vaccine,1
3856,map cvs pharma covid vaccine availability state appointments fully booked almost everywhere check back daily,1
3857,appointments available,1
3858,vaccinating 2nd dose moderna clinic today sneak peeks posts especially afternoon keep pressure senators right thing country thanks,1
3859,first vaccine shot 2nd booked april 30th,1
3860,pfizerthis makes feel nervous nothing effective second dose hasnt booked mental health worry caused incompetent govt grim,1
3861,first covid vaccine booked,1
3862,2nd covid vaccine yesterday,1
3863,vaccine booked,1
3864,didnt know read carefully 1 covid shot n vaccine 2 moderna literature says gene therapy 3 pcr test found give falsepositive result 96 time 4 modernas trials show shot protected future exposures,0
3865,anyone promoting call vaccine experimental gene therapy admit paid 70k promotion first would clear things,0
3866,shh booked vaccine breathe,1
3867,according findings experimental trial mutated virus may reinfect people already infected,0
3868,first covid vaccine booked,1
3869,seeing vaccine chat twitter feed amp im likenope gene therapy good luck everyone ill take wait amp see approach,0
3870,parents got second covid vaccine today im overflowing joy relief hopeful everyone else heavyhearted knowing comes late many,1
3871,many dying israel following experimental pfizer covid mrna injections via,0
3872,first get pick vaccine brand maker second long offer good want covid19 vaccine taking rushed vaccine cus work dangles 4hour pay front face,0
3873,happy parents finally got appointments get vaccine,1
3874,californians check parents eligible receive covid19 vaccine website,1
3875,glad parents finally got covid vaccine marylands rollout slow say least,1
3876,parents elderly got 2 shot covid vaccine hope dont bad side effects,1
3877,thrilled mom able get vaccinated today got call noshow list park ran door,1
3878,dad 77 nearly got today appointment 2nd dose april slick thanks happy,1
3879,nana apparently got vaccine today,1
3880,modernas sec filings martin claims carefully reviewed specifies stresses technology gene therapy technology originally technology set cancer treatment specifically chemotherapy gene therapy technology,0
3881,parents got second dose pfizer vaccine today,1
3882,finally got first dose pfizer vaccine today 2nd time return full capacity 5days school 38 feeling relieved many kids sure theyre returning covid hit community hard amp parents still fearful kids,1
3883,first covid vaccine morning 21 days ill 69 immune 12 weeks ill 2nd dose week ill 95 immune able start leaving house bit midmay,1
3884,midst covid19 pandemic local government carigara urging parents children vaccinated common childhood illnesses measles rubella polio,1
3885,im happy grandparents getting covid vaccine tomorrow,1
3886,2nd dose pfizer patient critical health care workers less days vaccination good day weve closed move next groups,1
3887,defense contractors violating ftc law gene therapy companies vaccine manufacturers conducting experimental trials deceptive medical practices,0
3888,parents getting vaccine saturday thought theyd wait til may saturday,1
3889,moderna pfizer mrna shots labeled vaccines news agencies health policy leaders call actual patents pfizers modernas injections truthfully describe gene therapy vaccines,0
3890,cdc 500 deaths following mrna experimental injections,0
3891,know mrna covid19 vaccines arent vaccines medical legal definition vaccine prevent getting infection prevent spread theyre really experimental gene therapies,0
3892,funny ppl advocate vaccine promote experimental drug dont know wtf may later years hell 501 vaccine deaths vaers already long,0
3893,time start looking alternative treatments showing positive results untested vaccine already causing harm good,0
3894,mrna vaccine gene therapy experiment breaking international law even representatives spineless blackmailable bastards still law much think fine charge,0
3895,even youve received vaccine still important wear mask wash hands social distance guidelines may change additional people experts gain information vaccines impact pandemic,1
3896,makings future boondoggle say call unproven vaccine ideological19,0
3897,im work today ice elizabethtown report feel 100 better yesterday post 2nd vaccine shot ready work arm,1
3898,heard justins grandparents got vaccine im happy,1
3899,13 government attempting vaccinate entire group 50 experimental vaccine previous attempts produce similar vaccine resulted ade catastrophic events soon know similar consequences occur,0
3900,im grateful parents got first vaccine doses today feels fitting 211 day since thats scheduled appointments thanks,1
3901,getting vaccine today looking forward getting done 2nd dose april,1
3902,conferences parents week love working parents help student successful im also grateful able get first vaccine shot today im thankful svvsd leadership helped make possible,1
3903,want parents get fucking vaccine,1
3904,parents got vaccine calling day,1
3905,wow found parents 80 year got vaccine 1st dose today mom actually covid year ago quite journey recovery dementia couldnt walk 2 months went memory care soon went quarantine,1
3906,huge covid vaccine event students faculty staff hosted resu today thanks amita health sponsoring event,1
3907,one leading causes death us medical malpractice yall go ahead line experimental improperly tested rushed mrna therapy shot theyre passing vaccine honestly wont feel sorry get sick die,0
3908,im gonna cherish fact get 2nd dose vaccine 10 days 21st birthday,1
3909,authorities probe rare blood disorder among covid19 vaccine recipients beware gene therapy shot dangerous oh didnt knowits vaccine via,0
3910,back first vaccine dose wait 2nd hope gets called soon 1st,1
3911,time bed pcb tomorrow meeting see parents get vaccine,1
3912,1 hour debate parents getting pfizer vaccine fuck telemundo horrible influence,1
3913,got parents signed covid vaccine,1
3914,2nd dose moderna yesterday experiencing sideeffectsi still think causes french fry cravings though,1
3915,share quickly everyone know important info mongoose video dr sherri tenpenny depopulation vaccine via,0
3916,isis use children suicide bombers disgusted angry well thing using dodgy rushed vaccine children,0
3917,parents getting first vaccine dose saturday,1
3918,2nd vaccine today parents scheduled vaccines feeling great,1
3919,respond text dad imploring watch video depopulation vaccines coming moderna pfizer,0
3920,pfizer vaccine found give strong immune response new covid variants experimental gene therapy allegedly already killed several oldies norway ampmore gibraltar dont listen theyre lying spot bs joining dots,0
3921,update pfizer 2nd dose vaccine really bad chills bit nausea tylenol gonna best friend tonight,1
3922,got 2nd dose covid vaccine today amp arm sore dab,1
3923,grandparents got second round covid vaccine negative symptoms either,1
3924,whats something want place want travel 2nd vaccine,1
3925,even youve received vaccine still important wear mask wash hands social distance guidelines may change additional people experts gain information vaccines impact pandemic,1
3926,parents different states sister educator first dose vaccine dont want say im hopeful least something,1
3927,parents got first pfizer shot light end tunnel,1
3928,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,0
3929,anyways nothing gonna get parents appointment get pfizer covid vaccine monday,1
3930,drove three hours get parents mil second vaccine today im happy exhausted,1
3931,amazing people died within 28 days positive pcr test classified cv19 deaths someone dies within days receiving gene therapy shot mrna vaccine attributed underlying causes,0
3932,parents getting covid vaccine tomorrow feel like finally breathe small sigh relief,1
3933,uhh anyone gotten 2nd vaccine g kinda wanna ask u smth,1
3934,burden lifted writer leitch week parents received vaccine cant help rejoice feels like made,1
3935,speculates reason theyre calling experimental gene therapy technology vaccine circumvent liability damages,0
3936,thats local surgery risk category even got appointment 2nd jab xx,1
3937,maybe wine talking im fuuuucking sick seeing everyone elses parents get vaccine still vaccinating 75 72 year old parents medical issues still cant get vaccinated year never leaving house,1
3938,fuck fauci bio engineering disguised vaccination dont human guinea pig unless choose,0
3939,dr david martin experimental mrna covid vaccines vaccine medical device,0
3940,parents received first dose vaccine tell relief feel,1
3941,every morning last couple months sky bbc parade middle class called experts tell peasants jolly lucky lives saved untested vaccine government still waiting see many guinea pigs survive,0
3942,vaccine hunting parents 5 states away something else walked one got done today daughter watched whole thing facetime including 3 hours car get wait wanted cry tears joy,1
3943,ugh even stressed getting vaccine trying get parents taken care,1
3944,parents finally getting vaccine tomorrow easy accomplishment south carolina,1
3945,relieved parents received two doses vaccine,1
3946,care health watch video mongoose video dr sherri tenpenny depopulation vaccine via,0
3947,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,0
3948,youtube bans frontline doctors speech criticizing experimental agent covid vaccine news lifesite jan 2021,0
3949,feel like parents gave enjoy,1
3950,found parents getting first vaccine dose tomorrow,1
3951,took 2nd dose vaccine yesterday literally want die rn,1
3952,mama calling stressing vaccine,1
3953,87 thousand doctors amp nurses come covid 19 amp fake vaccine gene therapy via,0
3954,got 2nd vaccine yesterday wont lie one hurts chills headache body aches youre getting recommend setting aside recovery time bright side 3 year old son let borrow mickey mouse could feel better,1
3955,bill gates dr fauci talk regularly heres theyre discussing bill gates killed thousands innocent african people untested vaccine amp fauci planning innocent people plan eliminate,0
3956,correction give gene therapy vaccines,0
3957,medical doctor injected experimental covid vaccine january 5 found dead home january 10th death described sudden funeral,0
3958,deleted invitation gates poisonous vaccine watch dr vernon coleman dr sherri tenpenny say horrifying gates depopulation agenda full swing gods sake normies wake,0
3959,another nurse suffering bells palsy pfizer gene therapy injection,0
3960,sure im lucky covid back october made second vaccine easier feel completely fine even ran typical 4 miles yesterday working problems,1
3961,entire school district ohio cancels classes many school staff negative reactions experimental covid mrna injections llewellyn h rockwell jr february 11 2021 vaccine impact thanks bill sardi,0
3962,cause global 36 months taken link,0
3963,understand people getting upset mean took unproven vaccine cheap effective drug approved would get upset taken vaccine,0
3964,many inventions started right pa deep amp diverse talent pool surprise see many ideas turn reality polio vaccine hospital gene therapy eraser pencil lightning rod pretzel bakery computer,0
3965,say dosed 2xs thank seamless vaccine rollout,1
3966,get turn use department health website find vaccine site near visit get information local updates testing,1
3967,great news body harmony therapists vaccinated covid19,1
3968,second dose next step toward normalcy,1
3969,beware medical doctors amp staff lying patientselderly telling covid vaccine obligatory fall covid vax vaccine experimental genetically modifying agent yet proven safe homework,0
3970,contgrown working men wearing masks cause said take vaccine workgene therapy bend get rectum swabbed starfish fish,0
3971,hard wait 15 minutes covid vaccine recovery parking lot want blast celebratory music,1
3972,least 8 elderly people arkansas kentucky died given covid1984 vaccine previously stricken beaten covid dont take fucking depopulation vaccines,0
3973,btw covid19 medical device injections presented vaccine virus released bioweapon people get integrity gtfo planet,0
3974,half 542309 people nationwide first 5 days 204540 people took past 24 hours 5th day see,1
3975,currently sitting observation area receiving second covid vaccine dose cant help bit emotional difficult year many us finally seeing light end dark tunnel gives hope future,1
3976,wait get covid vaccine im ready baby,1
3977,doctors around world issue dire warning get experimental covid vaccine via,0
3978,cdc 500 deaths following mrna experimental injections vaccine hesitancy increasing,0
3979,whos got curly hair two doses moderna vaccine,1
3980,gene therapy vaccine,0
3981,many dying israel following experimental pfizer covid mrna injections,0
3982,fully thank,1
3983,53 dead gibraltar 10 days experimental pfizer mrna covid injections started,0
3984,modernas mrna gene therapy cv19 still undergoing phase iii clinical trials even authorized govt purchase amp use among general population phase 3 data complete 25 months passed think,0
3985,lessons schools counter antivaxxersthey targeting coercing children schools get experimental gene therapy jab,0
3986,chicago leaders attempt help communities color get covid19 vaccines r getting smart vaccine mau harm good still experimental,0
3987,lies ive known one years people believe world overpopulated want give experimental vaccine get,0
3988,got vaccine today one step closer normality big thank everyone working together make possible,1
3989,think twice taking covid19 gene therapy vaccine already socalled vaccine,0
3990,modernas bancel hustler sales guy scientist listed co inventor mrna gene therapy gigantic money amp health scam people unprecedented scale makes theranos money scheme look picayune,0
3991,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body,0
3992,also mrna vaccine vaccine gene therapy,0
3993,covid19 mrna shots legally vaccines actual patents pfizers modernas injections truthfully describe gene therapy vaccines deliberate deception,0
3994,article must make bill gates proponent depopulation andrew cuomo nursing home serial covid killer happy deaths elderly recovered covid19 died vaccine raise questions via,0
3995,fasttrack experimental vaccines indemnify makers liability screwing threaten people permanent travel restrictions amp loss social welfare entitlements refuse jab look surprised dont trust,0
3996,mom got second vaccine shot long road since november hospitals skilled nursing facilities fall feel much better vaccinated,1
3997,1 cv vaccine isnt really vaccine gene therapy 2 calling vaccine experimental gene therapy circumvent liability damages,0
3998,immunologist pfizer moderna vaccines could cause longterm chronic illness childrens health defense untested vaccines danger,0
3999,know mrna covid19 vaccines arent vaccines medical legal definition vaccine prevent getting infection prevent spread theyre really experimental gene therapies,0
4000,get genetherapy shot yethmm youre confused thats pfizer amp moderna call shot yep gene therapy know gene therapy completely experimental yep rethink getting covid shot youll glad reconsidered,0
4001,mrna covid19 vaccines arent vaccines medical amp legal definition vaccine prevent getting infection prevent spreadreally experimental gene therapies,0
4002,win win today second vaccine shot even 90minute drive home beat snow,1
4003,got 2nd shot today vaccineglory god well thanks moph qa vsign campaign,1
4004,dose good news dr fauci said virtually everybody anybody category could start get april,1
4005,pharma giant pfizer announced claim spectacular results initial human tests use experimental technology known gene editing specifically mrna geneediting something never used vaccines,0
4006,interesting article pediatric covid19 vaccine research moderna pfizer test mrna experimental biologics children,0
4007,nurse suffering bells palsy pfizer gene therapy injection update,0
4008,vaccine vaccine experimental gene therapy medicine,0
4009,government health agencies always protect us allow rushed vaccine released could alter genes unfortunately dont know answer although im leaning towards wont,0
4010,finally modernaized deeply grateful incredible scientists physicians volunteers front line health workers made possible end pandemic must trust science,1
4011,warning boston coercing elderly getting experimental genetically modifying covid agent call vaccine order get apartments services real folks aunt lied given covid vaccine,0
4012,throwing vaccine cv19 actually fda approved therefore actual vaccine merely experimental biological agent never mandated experimental agents utilized humans volunteer based period,0
4013,didnt know read carefully 1 covid shot n vaccine 2 moderna literature says gene therapy 3 pcr test found give falsepositive result 96 time 4 modernas trials show shot protected future exposures,0
4014,gene therapy vaccine got gates,0
4015,open season get shot save years misery nobody childbearing years get gene therapy vaccine want kids nobody serious allergies get nobody acquired auto immune condition get could die,0
4016,results clinical trial show experimental vaccine produces antibodies breaking harmful brain deposits people early alzheimers disease,0
4017,vaccine case gene therapy,0
4018,yesterday far noticeable side effectsill keep updated mrs r yet 70 text booked vaccination tomorrow,1
4019,got first covid19 vaccine shot today feel hai thank government india,1
4020,got second moderna shot,1
4021,32 people fully current rate 170 people fully vaccinated 43021 946918 people initiating vaccinationday 346 days vac 328 000 000,1
4022,entire school district ohio canceled classes monday week many staff suffered side effects one experimental covid mrna injections weekend,0
4023,close 1000 postcovid vaccination deaths data vaccine adverse event reporting systems us vaers eu eudra uk mhra little still known longterm safety profile experimental rna vaccines,0
4024,seen tweet shouting nwis asking approve experimental gene therapy ie pfizer vaccine thats nwis nhs wales informatics service theyre stupid theyre literally shouting nhs programming guys,0
4025,go ahead take experimental vaccine yall authorities investigating covid19 vaccine recipients develop rare blood disorder,0
4026,experimental technology tested humans shoved humanity ever trust doctors scientists everyone took mrna splicing vaccine either becomes infertile autoimmune worse,0
4027,87 thousand doctors amp nurses come covid 19 amp fake vaccine gene therapy via,0
4028,fly second covid19 vaccine,1
4029,experimental covid vaccines mounting deaths reported media many die shots,0
4030,free last free last second shot moderna flowing veins monday get haircut vacation assumed immunity starts sunday fuck yes,1
4031,dose 2 doozy fever chills muscles joints fire headache nausea arm achy cant put weight id take covid19 day,1
4032,got vaccinated today absolutely feeling well vaccines made india safe responsible pledge protect family taking vaccine turn arrives,1
4033,sister dont let feed strawberry apple 1 year old nephew experts command choked mask jabbed untested vaccine anybody please tell situation,0
4034,phakama wena maltabella darkness lead us deadly vaccine lead us corruption collapse soes yes wena lead us total economic takeover whites lead fools looting another 500 billion led fool,0
4035,second dose vaccine feeling kinda cruddy happy among 1 10 californians,1
4036,lies cause health issues brain damage stop wearing mask trojan horse trojan horse called mrna depopulation vaccine,0
4037,covid fraud dc 1 longterm masks cause bacterial pneumonia 2 covid virus never isolated 3 pcr test found give 96 false positives 4 vaccineits known gene therapy 5 covidcases mean someone sick fraud,0
4038,hence post day pro vaccine anti covid vaccine ask leading gene therapy companies even warned technology dont fully understand yet,0
4039,going get moderna vaccine 2 hoping little side effects prepared,1
4040,nurse sultana parvin ready vaccinate others receiving vaccine health care workers worked tirelessly risking health protect families must make sure ones first receive vaccine,1
4041,warning take experimental covid19 vaccine one life fight like hell keep fight like hell destroy whose heart mind destroy take life,0
4042,finally got dad vaccine appointment nyc refreshing checking days end feel small sliver hope,1
4043,seniors one get vaccinated 2021,1
4044,want answers virus learn low risks really want know lies youve spoon fed gene therapy calling vaccine works watch,0
4045,never taking granted arm isnt sore ever lol glad gotten second dose covid19 vaccine yesterday,1
4046,2013 netflix conspiracy story fake respiratory virus killer vaccine cull human population evil organisation called corvadt,0
4047,get genetherapy shot yethmm youre confused thats pfizer amp moderna call shot yep gene therapy know gene therapy completely experimental yep rethink getting covid shot youll glad reconsidered,0
4048,series knocks oxfordastrazenecas bumpy road covid vaccine confidence excuses excuses excuses dont budget check experimental gene therapy kill maim slow permanently know cheap amp british,0
4049,first vaccine one go knocked ass worth saves lives,1
4050,24 hrs second arm hurts im fatigued headache tonsils swollen dont hurt said may feel crummy bad,1
4051,half quick efficient queue vaccinations leek done one health centre next one 412 weeks,1
4052,least done homework deadly vaccine,0
4053,believe manufacturers drs nurses anyone else administers jab plus politicians celebrities anyone else advocates vaccinegene therapy held criminally accountable injuries deaths,0
4054,preexisting conditions want try experimental gene editing technology used vaccine something dangerous bad flu go ahead copd chest infections time mean need take,0
4055,dont make real vaccine spike protein instead hitech experimental genetically coded delivery systems,0
4056,many emotions incredibly grateful quick roll educators hoping continued access vaccine,1
4057,87 thousand doctors amp nurses come covid 19 amp fake vaccine gene therapy via,0
4058,jonathan vantam child 99997 chance survival infected take experimental vaccine hasnt trial amp proven sideeffects susan voice calming harry jonathan pm sarah youre reassuring,0
4059,since admits revaccination uk needed autumn whole rushed vaccine mess pointless bigger waste money moonshot test amp trace plus made national petri dish partially vaccinated population,0
4060,dr andy wakefield explains genetically engineered experimental drugs pharmaceutical companies like pfizer moderna classified vaccines,0
4061,like didnt see coming vaccine experimental gene therapy bets,0
4062,calling community leaders organisation includes frontline health social care staff request staff volunteers get using form info vaccine rollout website,1
4063,get genetherapy shot yethmm youre confused thats pfizer amp moderna call shot yep gene therapy know gene therapy completely experimental yep rethink getting covid shot youll glad reconsidered,0
4064,vaccine helps depopulation,0
4065,fascist regime pushing experimental gene therapy vaccines children youve got kids ok please vote amp rt,0
4066,vaccine gene therapy,0
4067,chartered institute personnel development cipd says employers encourage employees fake experimental vaccine,0
4068,took first dose pfizer vaccine 12621 side effects soreness injection site 24 hours ill taking second dose 21621 ill update thread,1
4069,ok shot two moderna immune system working,1
4070,feeling abundance gratitude parents got second dose pfizer vaccine today mom sure doesnt look theyre 75 miss looking forward safe visit,1
4071,got second dose moderna covid vaccine,1
4072,urgent pfizer amp moderna experimental gene therapy vaccine via,0
4073,david martin explains clearly required produce vaccine current cv19 injection doesnt even come close legally qualifying experimental medical genealtering device,0
4074,getting taken consideration make process easier hasslefree,1
4075,round 2 pfizer vax wheres tylenol,1
4076,gene therapy vaccine,0
4077,three hours vax dose 2 arm hurts head hurts nose running starting feel fatigued,1
4078,testimony spike protein produced body pfizer moderna covid vaccines may spark inflammation causing longlasting multiorgan damage dont know still experimental despite testimony theyre testing,0
4079,vaccination covid19 experimental gene therapy since covid19 mutating like common cold becomes less dangerous every mutation vaccine campaign pointless trying develop vaccine common cold,0
4080,covid 19 vaccine bioweapon designed kill receives,0
4081,2nd dose check ill keep updated side effects,1
4082,gene therapy vaccine,0
4083,man collapses dies 25 minutes c fake v gene therapy,0
4084,officially fully vaccinated vax,1
4085,vaccine gene therapy change dna patent youre gmo,0
4086,covid19 vaccine us policy depopulation accept vaccine slow whenever bring people give accepting death,0
4087,covid19 vaccine us policy depopulation im ask government relieve brothers sisters cuba burden unjust burden embargo remember syphilis experiment,0
4088,government everyone else pushing vaccine aka experimental gene therapy keep pushing mantra said vax right thing everyone else yet vax doesnt stop transmission means catch symptoms may mild,0
4089,1217 pm received first dose moderna vaccine,1
4090,plans promoting depopulation plans many years,0
4091,got vaccine patna today feel fine vaccinators well trained meticulously followed guidelines great see dedication dr hubbe ali health specialist bihar,1
4092,big international pharma generously financing factchecking group called newsguard ensure plebeians receiving pasteurized homogenized script need order increase synthetic drug gene therapy amp vaccine sales thanks fellas,0
4093,moderna pfizer mrna shots labeled vaccines news agencies health policy leaders call actual patents pfizers modernas injections truthfully describe gene therapy vaccines dr joseph mercola,0
4094,make confident rushed vaccine thanks,0
4095,would gladly without perks unfortunately doesnt seem available,1
4096,funny british lockdown okcurfew till 10pmokmasks mandatoryokinefficient unsafe untested vaccineok holidaysabsolute carnage really straw broke camels back,0
4097,challenge day 14 warns take experimental vaccine quad fold bigger information go,0
4098,logical costs associated benefits getting rushed experimental vaccine companies liability rushing part,0
4099,im phaizar vaccine,1
4100,id heard heres science article share skeptics use mrna experimental humans guinea pigs figure concern anyone auto immune issues,0
4101,india seen know well deadly cost rushing experimental vaccines today pfizer blocked barred two populous countries earth wake america,0
4102,clinical trials usually work via ask new covid called vaccine gone procedure answer experimental vaccine people guinea pigs,0
4103,overview currently approved vaccines around world note one developed institute biological products great business model develop bioweapon develop antidote make cash,0
4104,people taking experimental covid 19 vaccine doesnt guarantee get virus please stop listening news vaccine safe,0
4105,thank much uae free covid19 vaccine everyone 1st dose 2nd dose,1
4106,cansino biologics incs experimental coronavirus vaccine efficacy rate 657 preventing symptomatic cases based analysis latestage trials adding oneshot candidate worlds growing arsenal covid19 said,0
4107,know mrna covid19 vaccines arent vaccines medical legal definition vaccine prevent getting infection prevent spread theyre really experimental gene therapies,0
4108,urgent pfizer ampamp moderna experimental gene therapy vaccine,0
4109,see vaccine see experimental medicine gene therapy technology,0
4110,many dying israel following experimental pfizer covid mrna injections via,0
4111,important sale jaguar xf sedan 32500 sure colour mileage give money convinced course arent take chance unproven vaccine wouldnt part money car doesnt exist risk health,0
4112,87 thousand doctors amp nurses come covid 19 amp fake vaccine gene therapy via,0
4113,people wake plandemic social experiment geared controlling masses wearing mask test experimental vaccine test find interesting gates others taken let sink,0
4114,vaccination time,1
4115,got 2nd dose vaccine today please get soon becomes available get past pandemic,1
4116,got 2nd dose pokmon happy meal good day,1
4117,moderna pfizers covid19 vaccines use lipid nanoparticles contain polyethylene glycol peg deliver mrna cells experimental mrna technology lipid nanoparticlebased delivery system never approved use vaccine drug,0
4118,believe science 2nd dose,1
4119,account temporarily unavailable violates twitter media policy learn,0
4120,im noticing using young heathy celebrities push potential killer vaccine older ones,0
4121,media feds want blame antivaxxers joe biden karmala harris sowed doubt trusting rushed vaccine remember pfizerbiontech waited handful hours announce vaccine mutual political hit job,0
4122,watch bill gates admitting mrna experimental vaccine change recipients dna forever,0
4123,dr richard legro said medical community left pregnant women vaccine testing results catch 22 doctors didnt want push untested vaccines pregnant women also didnt know impact vaccines would pregnant women,0
4124,postponed start vax101 friday feb 12th get everything set discuss science surrounding experimental covid biologics use link enroll use code iamehiamazing save 200 enrollment,0
4125,least 36 people develop blood disorder doctor dies receiving pfizer moderna c gene therapy experts probe potential link shots rare condition,0
4126,memo official record im antivaxer im rationally antiexperimental mrsa gene therapy manipulation 7800000000 unwitting human inhabitants entire planet experimental mrna manipulation clearly quote safe vaccine,0
4127,covid vaccine coming soon,1
4128,covid19 vaccine slowmotion genocidal bioweapon,0
4129,thread info dr joseph mercola covid19 vaccine vaccine gene therapy calling vaccine government violating 15 us code section 41 regulates deceptive practices medical claims,0
4130,risk involved taking experimental genetically modified drug thats never tested safety people,0
4131,may pre registration na kami vaccine,1
4132,vaccine dose 2 done,1
4133,jules replying vaccine experimental mrna emergency use injection poison skipped stage 4 clinical trials coronavirus vaccines studies animals previously animals died study stop,0
4134,received first dose covid19 vaccine overcome sense relief shots hope city urging every new yorker get one eligible call 877vax4nyc check eligibility,1
4135,absolute must video view dr simone gold truth covid19 vaccine,0
4136,many dying israel following experimental pfizer covid mrna injections,0
4137,cdc 500 deaths following mrna experimental injections vaccine hesitancy increasing,0
4138,got covid vaccine today,1
4139,day 14 post thmlf warns take experimental covid vaccine new vaccine warning minister farrakhan dec 12 2020 via,0
4140,many dying israel following experimental pfizer covid mrna injections,0
4141,finally vaccinated hoping colleagues fight virus soon good families,1
4142,bill gatess depopulation forced vaccinationthe zero carbon solution 2011 speech vaccine investment effect nurses injection mrna vaccine cause permanently disabled nervous systemneed pay bills nurses compensation,0
4143,vaccine done yes @ kansas museum history,1
4144,imagine taking untested vaccine still wear mask lol clownery,0
4145,second moderna shot yesterday slightly raised temperature early bed hoping better day tomorrow,1
4146,got covid19 vaccine today,1
4147,funny story progressing maybe lost money flu vaccine would think people take experimental biologic every year stopped taking flu vaccine havent flu since,0
4148,getting vaccine,1
4149,youre conspiracy theorist antivaxxer dont want untested vaccine virus 999 survival rate,0
4150,got first dose covid vaccine yesterday body aches,1
4151,getting 2nd dose moderna vaccine tomorrow want crap,1
4152,covid 21 experts explain covid vaccine begin depopulation 6 months,0
4153,covid 21 experts explain covid vaccine begin depopulation 6 months conservative daily post,0
4154,vaccine gene therapy,0
4155,mrna vaccine mrna vaccinations form gene therapy according definition many parts world including europe,0
4156,coronavirus formally known sarscov2 effectively bobs uncle jimmy durante arrested rushed vaccine questionable efficacy dissipate naturally mutation recombination casualties illness thats life,0
4157,got pfizer vaccine parents morning barely took hour lots driving tents volunteers got various paperwork done shot painless fifteen minutes final tent set next appointment easy,1
4158,isnt vaccine 03,1
4159,gene therapy vaccine,0
4160,michael caine says received covid vaccine read experimental gene therapy long term effects known point time see nurse wiping arm actually giving vaccine lot people know,0
4161,vaccines rushed available quicker vaccine history vaccine approvals taken 5 years approved cma sophie allow kids husbands rushed vaccine,0
4162,series knocks oxfordastrazenecas bumpy road covid vaccine confidence get right experimental gene therapy nanosprinkes financially induced alimentary tract inserted corporate golden elbow gratefully implanted,0
4163,guinea pigs experimental definitely unavoidably unsafe vaccine court,0
4164,local radio reports many dying israel following pfizer experimental mrna injections,0
4165,report pregnant doctor suffers miscarriage receiving covid19 vaccine,0
4166,bill gates arm throwing antics deceived world fraud depopulation sterilization amp death delights profession manufacturing pandemics kill people rolling vaccine kills people name health death cult participant,0
4167,got first dose covid vaccine arm hurts back,1
4168,love good vaccine day,1
4169,propaganda campaign going challenge covid fear campaign vaccine campaign expense spared trying convince every man woman child participate experimental drug trial stand ground,0
4170,got first shot covid19 vaccine,1
4171,today got second vaccine urging everyone whos able get get back sense normalcy,1
4172,dr david martin experimental mrna covid vaccines vaccine medical device,0
4173,parents got first vaccine shots,1
4174,damn got call tribe offering covid vaccine wi thats bummer super cool,1
4175,dad getting covid19 vaccine shot friday,1
4176,amazing news moderna coronavirus vaccine,1
4177,97 people expressed satisfaction taking corona vaccine 65 lakh people vaccinated till date,1
4178,mom asked im taking covid vaccine couldnt say im trying extend life longer,1
4179,still want jab u ask getting rushed vaccine long term studies completely fucking wreckless,0
4180,q get vaccine safer,1
4181,found 7 appointments vons north h st lompoc starting feb 10th 100 pm 115 pm 145 pm,1
